id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1603037,1,6/25/2016 10:36,6/25/2016 10:55,1,-73.99355316,40.747173309326172,-74.00614166,40.704383850097656,N,1163
id3321406,2,6/3/2016 8:15,6/3/2016 8:56,1,-73.95523071,40.777133941650391,-73.78874969,40.641471862792969,N,2485
id0129640,2,2/14/2016 13:27,2/14/2016 13:49,1,-73.95658112,40.771358489990234,-73.97496796,40.732791900634766,N,1283
id3587298,1,2/27/2016 21:56,2/27/2016 22:14,1,-73.98376465,40.749874114990234,-73.95883179,40.800960540771484,N,1130
id2104175,1,6/20/2016 23:07,6/20/2016 23:18,1,-73.95843506,40.713191986083984,-73.94953918,40.680252075195313,N,694
id3973319,2,6/13/2016 21:57,6/13/2016 22:12,1,-73.99421692,40.713306427001953,-73.98284912,40.692298889160156,N,892
id1410897,1,3/23/2016 14:10,3/23/2016 14:49,1,-73.9821167,40.756351470947266,-73.86569214,40.770988464355469,N,2331
id0266980,1,5/17/2016 10:47,5/17/2016 11:12,1,-73.97093964,40.761669158935547,-73.99623871,40.725368499755859,N,1479
id2822549,2,5/21/2016 13:03,5/21/2016 13:20,1,-73.99826813,40.720039367675781,-74.01036072,40.672138214111328,N,1048
id3075902,2,5/10/2016 19:27,5/10/2016 19:44,2,-74.00550079,40.706588745117187,-73.98581696,40.74420166015625,N,1022
id0023813,1,4/17/2016 14:38,4/17/2016 15:16,1,-73.99031067,40.756580352783203,-73.87091827,40.773929595947266,N,2269
id3970352,1,1/9/2016 12:55,1/9/2016 13:07,1,-74.00899506,40.712589263916016,-73.99863434,40.722808837890625,N,707
id3361153,1,3/11/2016 7:11,3/11/2016 7:20,1,-73.99456024,40.750526428222656,-73.97850037,40.756191253662109,N,526
id1870624,1,1/5/2016 15:29,1/5/2016 15:39,3,-73.9515152,40.770248413085937,-73.95852661,40.761516571044922,N,553
id2403238,1,6/23/2016 23:00,6/23/2016 23:04,1,-73.98806763,40.728080749511719,-73.98075104,40.721469879150391,N,277
id3323083,1,5/27/2016 14:26,5/27/2016 14:46,2,-73.97812653,40.758342742919922,-73.99224854,40.730541229248047,N,1189
id3720663,1,5/10/2016 16:14,5/10/2016 16:40,1,-73.97776794,40.774078369140625,-73.94714355,40.775993347167969,N,1523
id0578558,1,4/21/2016 21:28,4/21/2016 21:52,2,-73.98854828,40.745979309082031,-73.97088623,40.793384552001953,N,1450
id2573056,2,4/14/2016 13:27,4/14/2016 13:46,2,-73.97472382,40.751136779785156,-73.95444489,40.764118194580078,N,1102
id2129090,1,3/14/2016 14:05,3/14/2016 14:28,1,-73.97509003,40.758766174316406,-73.95320129,40.765068054199219,N,1346
id3961107,1,3/19/2016 1:12,3/19/2016 1:18,1,-73.97647095,40.739780426025391,-73.98066711,40.729965209960938,N,363
id3326491,2,2/12/2016 7:41,2/12/2016 7:51,1,-73.97964478,40.739631652832031,-73.99472809,40.723495483398438,N,559
id0718344,2,6/13/2016 15:52,6/13/2016 16:16,1,-74.0163269,40.704990386962891,-73.98210907,40.773750305175781,N,1478
id3188770,1,1/3/2016 16:59,1/3/2016 17:04,1,-73.98513794,40.732192993164063,-73.98963928,40.720874786376953,N,348
id1956279,2,2/26/2016 8:37,2/26/2016 8:43,1,-73.98165894,40.778972625732422,-73.96981049,40.792129516601563,N,375
id2391523,1,5/18/2016 21:50,5/18/2016 22:10,3,-73.96616364,40.766914367675781,-73.99217987,40.725818634033203,N,1217
id2662609,1,4/10/2016 19:11,4/10/2016 19:25,1,-73.96546936,40.765846252441406,-73.96095276,40.796928405761719,N,876
id2067879,2,1/19/2016 23:19,1/19/2016 23:44,1,-73.99681854,40.752861022949219,-73.80900574,40.816875457763672,N,1557
id1939961,1,5/7/2016 13:18,5/7/2016 13:46,1,-73.97725677,40.774246215820313,-73.99001312,40.732654571533203,N,1647
id0675800,2,2/15/2016 9:25,2/15/2016 9:35,6,-73.97775269,40.754631042480469,-74.00167847,40.756420135498047,N,634
id2569332,1,4/13/2016 14:24,4/13/2016 14:30,1,-73.96872711,40.78643798828125,-73.960495,40.778152465820313,N,365
id0526266,2,5/15/2016 9:42,5/15/2016 9:56,1,-73.93488312,40.801010131835938,-73.98300171,40.722568511962891,N,819
id3827863,2,4/19/2016 11:29,4/19/2016 12:27,3,-73.79289246,40.657878875732422,-73.80918884,40.690181732177734,N,3528
id1388344,2,1/2/2016 15:41,1/2/2016 16:01,2,-73.98233795,40.762809753417969,-73.98285675,40.7487793,N,1228
id1079955,1,4/22/2016 11:28,4/22/2016 12:11,1,-73.99485016,40.718780517578125,-73.9834137,40.75885009765625,N,2607
id0256505,1,3/14/2016 15:04,3/14/2016 15:16,1,-73.99448395,40.745086669921875,-73.99899292,40.722709655761719,N,695
id1530524,1,3/19/2016 17:41,3/19/2016 17:48,1,-73.95342255,40.767658233642578,-73.98031616,40.737781524658203,N,472
id1674872,1,2/29/2016 2:46,2/29/2016 2:55,1,-73.95185089,40.714069366455078,-73.9679718,40.6887207,N,526
id1040444,2,1/7/2016 17:01,1/7/2016 17:13,4,-73.9769516,40.752021789550781,-74.00121307,40.751613616943359,N,721
id1674996,1,5/13/2016 12:32,5/13/2016 12:40,1,-74.00180054,40.72613525390625,-74.00715637,40.740806579589844,N,512
id1965939,1,5/24/2016 12:16,5/24/2016 12:28,1,-73.99409485,40.761550903320313,-73.9806366,40.789638519287109,N,720
id0442192,1,4/10/2016 16:07,4/10/2016 16:10,1,-74.00632477,40.733390808105469,-74.00000763,40.743255615234375,N,174
id0515898,2,5/21/2016 17:38,5/21/2016 17:46,1,-74.00257111,40.739311218261719,-73.99188232,40.744998931884766,N,478
id1182327,2,2/29/2016 11:22,2/29/2016 11:35,1,-73.94830322,40.774436950683594,-73.96370697,40.755485534667969,N,788
id3913101,1,6/25/2016 22:05,6/25/2016 22:22,2,-74.00141144,40.761432647705078,-73.92462921,40.864028930664063,N,1003
id1680350,1,3/18/2016 20:56,3/18/2016 20:59,1,-74.00298309,40.723312377929688,-74.0015564,40.728824615478516,N,215
id0913838,2,2/3/2016 16:22,2/3/2016 16:37,5,-73.97833252,40.754070281982422,-73.95973206,40.772758483886719,N,870
id3896508,2,6/7/2016 22:32,6/7/2016 22:46,1,-73.86338043,40.769889831542969,-73.83712769,40.721359252929688,N,814
id2846400,2,3/16/2016 20:13,3/16/2016 20:23,1,-73.99725342,40.717960357666016,-73.99925232,40.730018615722656,N,637
id1510700,2,2/20/2016 21:58,2/20/2016 21:59,1,-73.95839691,40.772628784179688,-73.95513153,40.774242401123047,N,57
id0813128,2,2/20/2016 18:57,2/20/2016 19:07,2,-73.99120331,40.749553680419922,-73.97919464,40.746307373046875,N,589
id1158195,1,3/24/2016 17:58,3/24/2016 18:36,1,-73.99232483,40.730720520019531,-73.87250519,40.774497985839844,N,2275
id0959273,1,3/20/2016 23:16,3/20/2016 23:27,1,-73.9888382,40.768901824951172,-73.95553589,40.771743774414063,N,647
id0739660,1,5/16/2016 13:07,5/16/2016 13:34,3,-73.96472168,40.806606292724609,-73.98457336,40.760677337646484,N,1628
id3769871,1,6/17/2016 17:32,6/17/2016 18:11,1,-73.94314575,40.789630889892578,-73.98947906,40.762763977050781,N,2337
id1818021,1,3/23/2016 0:34,3/23/2016 0:45,1,-74.01116943,40.703605651855469,-74.00569153,40.741359710693359,N,674
id0982165,2,4/12/2016 21:29,4/12/2016 21:49,1,-73.98031616,40.75885009765625,-74.01013947,40.705081939697266,N,1190
id1519515,2,6/11/2016 12:52,6/11/2016 13:12,1,-73.95049286,40.771266937255859,-74.00124359,40.746490478515625,N,1191
id1082443,2,2/25/2016 14:56,2/25/2016 15:09,1,-73.98712158,40.768474578857422,-73.97582245,40.759712219238281,N,785
id2934884,2,1/7/2016 19:32,1/7/2016 19:40,1,-73.98638916,40.756614685058594,-73.99979401,40.761631011962891,N,520
id1205949,1,6/5/2016 18:43,6/5/2016 18:46,1,-73.96260834,40.758827209472656,-73.95419312,40.764053344726562,N,218
id2592310,2,6/13/2016 7:20,6/13/2016 7:24,1,-73.99041748,40.756881713867188,-73.98197937,40.759990692138672,N,222
id0883711,1,1/16/2016 21:22,1/16/2016 21:42,1,-73.99363708,40.734218597412109,-73.96146393,40.769298553466797,N,1204
id0283075,1,4/6/2016 23:42,4/7/2016 0:12,1,-73.78247833,40.644645690917969,-73.98112488,40.72088623046875,N,1782
id2107497,1,5/13/2016 20:46,5/13/2016 21:06,2,-74.01395416,40.712833404541016,-73.99755096,40.718074798583984,N,1174
id2090852,2,1/28/2016 11:25,1/28/2016 11:30,1,-73.96882629,40.754196166992188,-73.97275543,40.746612548828125,N,336
id1297351,2,6/24/2016 14:24,6/24/2016 14:32,1,-74.00328827,40.726970672607422,-73.99330139,40.739120483398437,N,470
id0667605,2,5/27/2016 16:17,5/27/2016 16:23,1,-73.99105835,40.739570617675781,-74.00610352,40.734550476074219,N,346
id1476107,1,5/22/2016 15:41,5/22/2016 15:48,1,-73.9668808,40.788681030273438,-73.96282196,40.775726318359375,N,419
id0673727,2,5/18/2016 19:15,5/18/2016 19:44,1,-73.96167755,40.775966644287109,-73.85739136,40.733283996582031,N,1762
id2030290,1,3/31/2016 11:33,3/31/2016 12:12,3,-73.86431885,40.769828796386719,-73.98586273,40.760951995849609,N,2341
id3770790,1,2/13/2016 13:12,2/13/2016 13:19,1,-73.99223328,40.744281768798828,-74.00823212,40.748825073242188,N,406
id3025098,2,1/20/2016 19:21,1/20/2016 19:31,1,-73.97698212,40.750301361083984,-73.99912262,40.739509582519531,N,596
id3333094,2,6/2/2016 23:34,6/2/2016 23:41,1,-73.97346497,40.755229949951172,-73.97736359,40.742820739746094,N,435
id2228940,1,2/4/2016 13:22,2/4/2016 13:40,1,-73.98186493,40.758773803710937,-73.97022247,40.784141540527344,N,1108
id2102594,1,3/30/2016 16:14,3/30/2016 17:01,1,-73.7898407,40.643558502197266,-73.97066498,40.687278747558594,N,2824
id0010677,1,4/29/2016 10:40,4/29/2016 10:53,2,-73.99197388,40.749996185302734,-73.97788239,40.754894256591797,N,769
id3194108,1,6/1/2016 11:48,6/1/2016 12:19,1,-74.00502777,40.746452331542969,-73.97200775,40.745780944824219,N,1826
id2063827,1,5/18/2016 21:09,5/18/2016 21:18,1,-73.98141479,40.756732940673828,-73.9705658,40.755695343017578,N,593
id0105610,1,2/19/2016 20:01,2/19/2016 20:35,3,-73.78971863,40.643707275390625,-73.97869873,40.750343322753906,N,2065
id3502065,1,3/15/2016 21:03,3/15/2016 21:14,1,-73.97401428,40.757152557373047,-73.94973755,40.777091979980469,N,653
id3508035,2,6/6/2016 20:13,6/6/2016 20:45,6,-73.78813171,40.641460418701172,-73.97177124,40.749408721923828,N,1884
id3236276,2,1/27/2016 8:07,1/27/2016 8:24,1,-73.95603943,40.767608642578125,-73.96820068,40.786689758300781,N,989
id3277902,1,4/9/2016 15:04,4/9/2016 15:11,1,-73.97316742,40.755699157714844,-73.98865509,40.736995697021484,N,419
id2335059,1,5/27/2016 11:10,5/27/2016 11:26,4,-73.97580719,40.760627746582031,-73.98778534,40.754920959472656,N,962
id2300865,1,5/10/2016 10:31,5/10/2016 10:35,1,-73.96588135,40.762840270996094,-73.96099091,40.77087402,N,243
id3962434,2,1/10/2016 8:45,1/10/2016 8:51,2,-73.98927307,40.756488800048828,-74.00279999,40.760501861572266,N,373
id2677672,1,2/18/2016 17:47,2/18/2016 17:54,2,-73.945755,40.77368164,-73.95343018,40.781078338623047,N,384
id0589360,1,5/22/2016 17:34,5/22/2016 18:20,1,-73.86367798,40.769771575927734,-74.00721741,40.70489501953125,N,2753
id0970832,1,3/12/2016 20:39,3/12/2016 21:05,1,-74.00824738,40.747352600097656,-73.97944641,40.71875,N,1561
id0694434,1,1/26/2016 23:40,1/26/2016 23:48,1,-74.00679779,40.706073760986328,-73.97402191,40.744075775146484,N,505
id3729136,2,1/30/2016 15:15,1/30/2016 15:30,2,-73.97727203,40.757350921630859,-74.00243378,40.734401702880859,N,900
id2358953,2,6/27/2016 0:31,6/27/2016 1:06,1,-73.87081909,40.773738861083984,-73.85749817,41.017810821533203,N,2116
id0935429,1,5/2/2016 6:58,5/2/2016 7:08,1,-73.9990921,40.745491027832031,-73.9785614,40.762325286865234,N,611
id3056417,2,4/11/2016 14:18,4/11/2016 14:34,1,-73.98435974,40.742710113525391,-73.98774719,40.751888275146484,N,972
id1152886,2,1/21/2016 14:34,1/21/2016 14:44,1,-73.96167755,40.77117919921875,-73.95211029,40.784358978271484,N,604
id1796723,1,2/9/2016 15:54,2/9/2016 16:04,1,-73.99385834,40.735797882080078,-73.99462128,40.750461578369141,N,594
id0045014,1,4/20/2016 20:29,4/20/2016 20:39,1,-73.95012665,40.780086517333984,-73.96282959,40.762683868408203,N,574
id2648478,1,1/18/2016 11:13,1/18/2016 11:18,1,-73.95157623,40.766468048095703,-73.96021271,40.760540008544922,N,297
id0702030,1,1/7/2016 23:24,1/7/2016 23:26,1,-73.9992981,40.749534606933594,-74.00536346,40.743518829345703,N,101
id3024438,2,6/10/2016 22:24,6/10/2016 22:41,1,-73.95372009,40.775295257568359,-73.99119568,40.72631836,N,1041
id2146569,2,6/23/2016 22:17,6/23/2016 22:21,1,-73.97679901,40.749950408935547,-73.98156738,40.745769500732422,N,212
id2307151,1,2/7/2016 18:08,2/7/2016 18:15,1,-73.96195221,40.800445556640625,-73.97841644,40.782791137695312,N,422
id2049424,2,3/2/2016 20:15,3/2/2016 20:37,1,-73.96389008,40.773651123046875,-74.00511169,40.751491546630859,N,1356
id2209089,1,2/24/2016 22:56,2/24/2016 23:03,1,-74.00691223,40.730361938476563,-74.0059433,40.727069854736328,N,416
id0391524,1,4/6/2016 12:14,4/6/2016 12:33,1,-73.97864532,40.748035430908203,-73.97013092,40.762737274169922,N,1118
id2681033,1,6/17/2016 10:01,6/17/2016 10:16,1,-73.97682953,40.788211822509766,-73.98374939,40.762531280517578,N,874
id2040275,1,6/16/2016 20:31,6/16/2016 20:36,1,-73.93694305,40.798233032226563,-73.94638062,40.78088379,N,321
id0073842,2,3/30/2016 23:49,3/30/2016 23:56,1,-73.99005127,40.738010406494141,-73.99093628,40.725215911865234,N,400
id3942339,1,1/5/2016 17:58,1/5/2016 18:13,1,-73.97882843,40.752803802490234,-73.99103546,40.750419616699219,N,934
id2991616,2,3/19/2016 19:51,3/19/2016 20:04,3,-73.98356628,40.755561828613281,-73.98236847,40.766960144042969,N,773
id1047459,2,1/22/2016 17:31,1/22/2016 17:37,3,-73.98841095,40.758960723876953,-73.99189758,40.77069091796875,N,337
id1737558,1,5/18/2016 19:08,5/18/2016 19:12,1,-73.9602356,40.762229919433594,-73.95059204,40.775314331054687,N,234
id2135557,2,5/25/2016 13:19,5/25/2016 13:27,5,-73.97028351,40.76483154296875,-73.95757294,40.782478332519531,N,474
id0659170,2,3/26/2016 13:07,3/26/2016 13:29,1,-73.96865845,40.764507293701172,-73.87283325,40.771453857421875,N,1314
id1125774,1,1/19/2016 22:20,1/19/2016 22:28,2,-73.99453735,40.74023438,-73.97618866,40.762592315673828,N,482
id1886740,1,5/29/2016 0:15,5/29/2016 0:24,1,-73.98511505,40.768726348876953,-73.95166779,40.774433135986328,N,566
id1982306,2,2/10/2016 21:06,2/10/2016 21:09,2,-73.98493958,40.751857757568359,-73.9835434,40.744335174560547,N,189
id2684106,2,2/26/2016 20:59,2/26/2016 21:14,2,-74.00100708,40.731781005859375,-73.9871521,40.771003723144531,N,913
id0038484,2,3/9/2016 13:41,3/9/2016 13:53,2,-73.97285461,40.764400482177734,-73.97180939,40.757888793945313,N,736
id1734208,2,4/11/2016 10:44,4/11/2016 10:56,6,-73.99707794,40.720638275146484,-73.99963379,40.745838165283203,N,714
id0561467,1,2/9/2016 6:58,2/9/2016 7:12,1,-73.97254944,40.794017791748047,-73.95405579,40.766300201416016,N,815
id3092788,2,3/3/2016 22:01,3/3/2016 22:17,2,-73.98477173,40.71057129,-73.9894104,40.730148315429687,N,972
id1741519,2,3/26/2016 14:47,3/26/2016 14:53,1,-73.98478699,40.743015289306641,-73.99360657,40.735286712646484,N,318
id1330402,2,5/22/2016 18:06,5/22/2016 18:16,1,-73.99182129,40.750076293945312,-73.97105408,40.756698608398438,N,625
id2505596,2,5/28/2016 22:53,5/28/2016 23:07,1,-73.98498535,40.748580932617188,-73.98127747,40.769115447998047,N,859
id1630509,2,3/16/2016 5:42,3/16/2016 5:45,2,-73.9936676,40.741878509521484,-73.98458862,40.754299163818359,N,141
id0512853,1,5/28/2016 17:40,5/28/2016 17:56,1,-73.96956635,40.76916504,-73.98652649,40.730335235595703,N,983
id3089912,2,6/13/2016 13:22,6/13/2016 13:31,2,-73.98995972,40.741081237792969,-73.97696686,40.747451782226563,N,565
id1137965,1,5/16/2016 15:02,5/16/2016 15:08,1,-73.98913574,40.775020599365234,-73.98181915,40.766059875488281,N,351
id3677225,2,1/9/2016 15:07,1/9/2016 15:12,1,-73.96788025,40.759811401367188,-73.9538269,40.778881072998047,N,342
id0401226,1,5/26/2016 6:37,5/26/2016 6:52,4,-74.00670624,40.705554962158203,-73.99169159,40.749721527099609,N,909
id2452605,2,5/22/2016 22:42,5/22/2016 22:46,1,-73.99626923,40.749851226806641,-73.99476624,40.736480712890625,N,227
id3618302,2,4/19/2016 9:27,4/19/2016 9:45,6,-73.98731995,40.750640869140625,-73.98928833,40.769405364990234,N,1078
id1552358,2,4/1/2016 7:55,4/1/2016 8:10,1,-73.97543335,40.752132415771484,-73.99078369,40.750942230224609,N,900
id1168234,1,2/1/2016 18:02,2/1/2016 18:13,1,-74.00020599,40.737846374511719,-74.00031281,40.722866058349609,N,631
id2910320,2,4/20/2016 7:33,4/20/2016 7:56,1,-73.95545959,40.767307281494141,-73.98899841,40.693168640136719,N,1385
id3331830,1,4/12/2016 9:21,4/12/2016 9:35,1,-73.96486664,40.755790710449219,-73.97580719,40.757354736328125,N,869
id0195963,2,6/19/2016 18:39,6/19/2016 18:48,1,-73.99916077,40.744369506835938,-73.9887085,40.758701324462891,N,574
id0762989,2,3/17/2016 8:24,3/17/2016 8:26,1,-73.97761536,40.763572692871094,-73.97257233,40.765956878662109,N,104
id2671060,2,4/7/2016 8:44,4/7/2016 8:51,1,-73.95311737,40.771800994873047,-73.94792175,40.783149719238281,N,418
id3620795,1,1/1/2016 10:45,1/1/2016 10:51,1,-74.0016098,40.740810394287109,-73.99622345,40.725902557373047,N,383
id2282206,1,1/4/2016 16:32,1/4/2016 16:51,2,-73.96218109,40.810726165771484,-73.9948349,40.752811431884766,N,1117
id0591292,1,6/9/2016 18:43,6/9/2016 19:07,1,-73.98696899,40.742851257324219,-73.99428558,40.761356353759766,N,1447
id0906779,1,4/19/2016 8:31,4/19/2016 9:14,2,-73.97155762,40.750629425048828,-73.95262909,40.631595611572266,N,2543
id2326430,2,6/10/2016 22:06,6/10/2016 22:23,1,-73.95687866,40.774871826171875,-73.93650818,40.857185363769531,N,981
id3863815,2,3/14/2016 4:24,3/14/2016 4:37,3,-73.94435883,40.714488983154297,-73.91053009,40.709491729736328,N,755
id3048297,2,4/6/2016 8:53,4/6/2016 9:14,1,-73.97279358,40.755596160888672,-73.87312317,40.774456024169922,N,1257
id3649509,1,4/2/2016 14:46,4/2/2016 15:06,2,-74.00554657,40.709262847900391,-73.97014618,40.762741088867188,N,1221
id1783063,2,4/6/2016 12:24,4/6/2016 12:40,2,-73.98464966,40.745979309082031,-73.97737885,40.759651184082031,N,940
id3363012,2,4/12/2016 20:22,4/12/2016 20:24,1,-73.96196747,40.77008056640625,-73.96077728,40.775051116943359,N,126
id0514638,1,2/10/2016 8:36,2/10/2016 8:42,1,-73.96942139,40.800033569335938,-73.9681778,40.791702270507813,N,350
id0627115,2,2/26/2016 16:10,2/26/2016 16:23,1,-73.98262787,40.762111663818359,-73.99337006,40.747489929199219,N,737
id3141299,2,1/14/2016 12:25,1/14/2016 12:37,3,-73.99577332,40.742568969726563,-74.00809479,40.722770690917969,N,690
id2003497,1,4/15/2016 11:58,4/15/2016 12:09,2,-74.00007629,40.748298645019531,-73.98988342,40.737964630126953,N,671
id3748197,1,2/7/2016 23:17,2/7/2016 23:25,1,-73.9991684,40.734233856201172,-73.98209381,40.740276336669922,N,463
id2983261,1,4/15/2016 14:41,4/15/2016 14:47,1,-74.01425171,40.713912963867188,-74.00462341,40.70538330078125,N,367
id0485870,2,6/19/2016 20:23,6/19/2016 20:29,1,-73.99089813,40.750663757324219,-73.99321747,40.734199523925781,N,369
id0835694,1,1/15/2016 19:25,1/15/2016 19:31,1,-73.97510529,40.755691528320313,-73.9855957,40.747474670410156,N,402
id3426410,2,2/18/2016 9:27,2/18/2016 9:45,5,-73.96743774,40.759349822998047,-74.01268768,40.701610565185547,N,1093
id3673678,2,1/31/2016 13:52,1/31/2016 14:03,1,-73.97599792,40.751136779785156,-74.00185394,40.73522949,N,657
id2460349,1,1/7/2016 15:40,1/7/2016 15:49,2,-73.9789505,40.750930786132813,-73.96439362,40.754962921142578,N,530
id3198639,1,6/5/2016 3:02,6/5/2016 3:14,1,-73.97978973,40.781265258789063,-73.94087982,40.823223114013672,N,733
id1872601,2,5/31/2016 19:16,5/31/2016 19:27,2,-73.98686218,40.750961303710938,-74.00537872,40.740028381347656,N,699
id0125957,1,6/14/2016 21:16,6/14/2016 21:21,2,-73.96701813,40.753005981445313,-73.95162964,40.769359588623047,N,294
id3526986,2,2/23/2016 13:28,2/23/2016 13:40,1,-73.97038269,40.764991760253906,-73.94966888,40.768459320068359,N,661
id3170873,1,6/30/2016 21:35,6/30/2016 21:46,1,-74.00243378,40.717166900634766,-73.98596954,40.726749420166016,N,652
id1674373,2,2/15/2016 17:52,2/15/2016 18:02,5,-74.00749969,40.740951538085938,-74.01664734,40.704910278320313,N,586
id2973697,2,4/7/2016 22:52,4/7/2016 23:10,2,-73.99538422,40.749298095703125,-73.98932648,40.718147277832031,N,1057
id1592044,1,1/29/2016 11:23,1/29/2016 11:33,1,-73.98667908,40.725849151611328,-73.99746704,40.735153198242187,N,580
id3899813,2,6/1/2016 20:15,6/1/2016 20:34,5,-73.98002625,40.765968322753906,-73.99120331,40.750350952148438,N,1151
id2075052,1,4/9/2016 9:09,4/9/2016 9:20,1,-73.95449829,40.766807556152344,-73.98778534,40.720878601074219,N,660
id3707411,1,1/3/2016 2:03,1/3/2016 2:17,1,-74.00772858,40.740608215332031,-73.98351288,40.737209320068359,N,803
id1608545,1,4/14/2016 8:31,4/14/2016 9:03,1,-74.00679779,40.731071472167969,-73.97496033,40.758468627929687,N,1954
id3517425,2,1/16/2016 20:34,1/16/2016 20:51,6,-73.98092651,40.755241394042969,-74.00455475,40.729652404785156,N,1030
id3942917,1,4/29/2016 14:18,4/29/2016 15:05,4,-73.86277771,40.769313812255859,-73.98612976,40.748580932617188,N,2817
id2000923,2,3/29/2016 6:07,3/29/2016 6:09,5,-73.98786926,40.765098571777344,-73.99360657,40.758949279785156,N,85
id3564028,1,1/2/2016 1:16,1/2/2016 1:19,1,-73.95413208,40.774784088134766,-73.94741821,40.779632568359375,N,194
id1233453,1,2/5/2016 17:28,2/5/2016 17:30,1,-73.9720993,40.782207489013672,-73.96451569,40.777549743652344,N,116
id1372674,2,5/22/2016 13:08,5/22/2016 13:21,1,-73.97821045,40.77716064453125,-73.95762634,40.774547576904297,N,806
id2806146,2,5/28/2016 21:31,5/28/2016 21:41,1,-73.98357391,40.738418579101563,-74.00548553,40.739559173583984,N,599
id1832737,2,3/6/2016 10:53,3/6/2016 10:59,1,-73.98471069,40.760181427001953,-73.97956085,40.752704620361328,N,364
id1489766,2,5/31/2016 19:53,5/31/2016 20:00,1,-73.98989105,40.747158050537109,-73.97494507,40.741744995117188,N,433
id3308765,2,5/17/2016 18:00,5/17/2016 18:10,4,-73.86347198,40.769817352294922,-73.87153625,40.763103485107422,N,598
id1935437,2,4/24/2016 9:09,4/24/2016 9:37,1,-73.9758606,40.757240295410156,-74.17759705,40.690948486328125,N,1665
id2059551,2,4/1/2016 9:28,4/1/2016 9:42,1,-73.95665741,40.780769348144531,-73.96964264,40.800102233886719,N,838
id2433939,1,5/16/2016 13:05,5/16/2016 13:33,3,-73.87300873,40.774120330810547,-73.97607422,40.749912261962891,N,1699
id2677357,2,2/15/2016 16:36,2/15/2016 16:41,2,-73.97163391,40.781963348388672,-73.98168945,40.778995513916016,N,331
id2336715,2,1/1/2016 0:09,1/1/2016 0:19,2,-73.98435974,40.748985290527344,-73.99628448,40.716056823730469,N,622
